customer_cif,device_id,ip_address,geo_city,geo_country,gps_lat,gps_lon,browser_app_info,vpn_flag,emulator_flag
882985460655,c416f043561223f7c78e3357e50bb686,203.24.154.126,Rajkot,IN,23.531855,82.272244,Chrome/124.0,N,N
882985460655,0c0f53d663e4e508ac0a426ebcf76cd5,117.58.92.228,Rajkot,IN,23.526485,82.25927,v9.0.1,N,N
882985460655,d6a814a413a38e9df824317f5017d9f0,117.238.207.162,Rajkot,IN,23.534118,82.267203,v7.5.3,N,N
698870655646,19523179a058c3c38531bf9cffb07bca,59.251.111.175,Kota,IN,25.37002,76.006475,Edge/124.0,N,N
698870655646,ddf93cd3068f90e0d0b838e3154c8703,103.51.184.82,Kota,IN,25.361397,76.0063,v9.0.1,N,N
698870655646,e58630705a6172307804daf7d8e4a42a,49.86.146.151,Kota,IN,25.374112,76.011414,v8.2.0,N,N
175178937402,b1b8d26626dcaab59ef62ec20921d97f,157.114.129.120,Karimnagar,IN,20.689347,76.920239,Firefox/125.0,N,N
239397949975,550e791770681fa03b8c6ab7b7191563,59.208.0.106,Nizamabad,IN,15.800111,82.050149,v8.1.2,N,N
962253449747,1add0598f248f263bb8f284a38849275,59.28.193.238,Nizamabad,IN,17.089598,79.227255,v8.1.2,N,N
349635520956,ec7c75e0c51c7e4eb3b460fc9faeb462,203.68.114.70,Karnal,IN,15.768974,73.703214,Chrome/124.0,N,N
552126147876,97751ed01ecbc110587f4c9fc95ad92c,182.241.114.52,Chennai,IN,13.087863,80.282385,v7.5.3,N,N
957989786003,4a5978d011074e510be6422681740656,157.98.48.226,Puri,IN,22.897283,79.023356,v9.1.0,N,N
957989786003,dd1cffa454a7524e53cbaeca78808e54,182.80.151.3,Puri,IN,22.900803,79.018975,v9.1.0,N,N
957989786003,931229fe3a2e62567dbdbd363352ce33,182.126.102.253,Puri,IN,22.899613,79.013906,Chrome/124.0,N,N
427979789165,1f43ff40e7e0a59e9413c96ee2610640,106.148.82.4,Muzaffarpur,IN,22.14079,76.054386,v7.5.3,N,N
427979789165,86530bf0243261724fec20767ce78f65,182.145.251.62,Muzaffarpur,IN,22.153242,76.053316,v7.5.3,N,N
961825242710,a1b2647ba3ec842ee440473c0be100f3,117.147.255.14,Kozhikode,IN,24.52708,78.474358,Edge/124.0,N,N
356175208746,07370a780efa13ea8db54515a2be4c8e,106.186.5.120,Nizamabad,IN,22.785364,75.722691,v9.0.1,N,N
356175208746,9f66505228ea53e0e93c6342929f1cea,157.158.251.67,Nizamabad,IN,22.785291,75.722638,Edge/124.0,N,N
286757508076,deca2534aa1fcb3c7edb3b3b91eaef2b,157.246.52.190,Panipat,IN,18.48037,79.762645,Safari/17.4,N,N
286757508076,d249843310d2d99372e209d801378cc4,182.140.230.77,Panipat,IN,18.473022,79.771061,SamsungBrowser/24.0,N,N
202802468872,85a1187878610325c045b5b37ac57740,122.183.37.189,Jaipur,IN,26.908785,75.823499,v8.2.0,N,N
563718601548,a3287a4c0384b4c49ea4237516db5449,106.209.148.252,Nashik,IN,23.040477,75.853547,SamsungBrowser/24.0,N,N
966862384610,4157dd73dec90a3c65f700a12ed05ba3,203.7.163.230,Madurai,IN,25.319958,80.217217,Edge/124.0,N,N
966862384610,dc289596937197d7595194f37dadd317,49.191.248.87,Madurai,IN,25.321466,80.208804,v7.5.3,N,N
397109192186,28aea59de4eeef9a214aaf3c426482ea,122.161.198.250,Vadodara,IN,16.160164,74.217198,v8.1.2,N,N
397109192186,0a6273c498dbbf4e4f83a257a1563349,117.210.126.89,Vadodara,IN,16.175931,74.210268,Safari/17.4,N,N
397109192186,240778ec1ac13b8acd1c5d8718d19be9,117.236.99.73,Vadodara,IN,16.160354,74.213306,v8.2.0,N,N
871428545290,7ec146dac60c840dbf530cf93999aafe,122.236.216.185,Noida,IN,22.204916,75.35767,Edge/124.0,N,N
871428545290,66b6afbfe5e2078ad1eab3912a2b1177,49.139.255.120,Noida,IN,22.205183,75.366252,Firefox/125.0,N,N
448535696130,fd795a9108467b25692b889dc75580bc,203.124.208.7,Gwalior,IN,24.98263,77.415617,Firefox/125.0,N,N
384616220940,ca59f1f8a66e1de165a68f137e737a0a,182.78.209.26,Thrissur,IN,21.216818,80.448115,Firefox/125.0,N,N
362494979597,042389a686829ec19636bbf59c08eecd,103.66.149.195,Surat,IN,22.070301,76.053744,Safari/17.4,N,N
821500873854,259b6ccef415f066b18c11bc3c189d2a,49.163.220.104,Gurugram,IN,16.611818,77.570119,v9.1.0,N,N
821500873854,22baacbe64e644bf17e3784e93a4da31,59.88.18.99,Gurugram,IN,16.618458,77.561469,Safari/17.4,N,N
821500873854,9edec93b4f867aaef51d2f01325f44f5,59.228.114.51,Gurugram,IN,16.614896,77.567174,v9.1.0,N,N
471023581202,d66c7a95991636a4290689be7c17f352,182.52.83.186,Surat,IN,24.568715,74.39094,Firefox/125.0,N,N
471023581202,76d3560cbcbf85c3d0208c042d115e17,157.13.66.159,Surat,IN,24.566362,74.394681,v9.0.1,N,N
197267014080,b73730098401272529dfe59414e9011d,182.203.45.48,Salem,IN,16.072348,77.769307,Safari/17.4,N,N
188137560389,d1040828b451d96f84adbe216947fa0b,49.161.98.192,Pune,IN,18.557968,73.814976,Firefox/125.0,N,N
188137560389,a0432edee4d294220b90dbaed5d7a9c3,59.218.46.82,Pune,IN,18.56945,73.817136,v7.5.3,N,N
780458408943,60ee35b9a78128ed0ff84112ca0dcc55,103.209.109.5,Hubli,IN,15.745347,75.804812,Chrome/124.0,N,N
780458408943,85b2e6c2345185d29770cbc6daebb4fa,59.220.168.88,Hubli,IN,15.728211,75.800197,v8.2.0,N,N
628409369928,5808a2783f55c4c1d898074c19874f8a,49.151.213.91,Gurugram,IN,20.184348,82.242226,v8.1.2,N,N
628409369928,1b8d2a2beffbf737e348013ea7f5811c,59.210.11.120,Gurugram,IN,20.178488,82.257618,Safari/17.4,N,N
875670521927,ea0db13a8ee6cd45df0d65d94985d83b,182.126.227.119,Mumbai,IN,19.089325,72.834126,v9.1.0,N,N
312933912166,03624a4d6ddd51cd95553806ba5cc34b,59.69.165.77,Amritsar,IN,24.349646,78.462539,Firefox/125.0,N,N
826858616540,02a8d240f70a52cf6c45cfb1b334ffbd,117.195.153.47,Kota,IN,25.205558,76.145738,v9.1.0,N,N
830077101394,f690df0d3b0c1d28cf07b8b65d006ba7,49.73.41.228,Hyderabad,IN,17.3485,78.486319,v9.0.1,N,N
207157358355,4c2254587b27692fe9f6a8b96e775a7d,106.164.175.226,Howrah,IN,23.725627,75.274058,SamsungBrowser/24.0,N,N
962218814920,f81c8b9e2c314049539072ddb2516fa6,122.11.17.178,Rajkot,IN,18.262533,75.899057,v8.1.2,N,N
388335837406,ae54a16bcc307c857b5236c3a54f53a0,157.221.168.12,Jabalpur,IN,23.834278,78.337521,v9.0.1,N,N
918213250911,cc5e86ba28290135a88561d9b879634c,203.197.169.198,Hyderabad,IN,17.341577,78.475274,v8.1.2,N,N
280981065296,78497bf33e755ab474d156b903c56d87,49.176.241.51,Warangal,IN,22.966569,76.702125,SamsungBrowser/24.0,N,N
280981065296,0a961095f9752a47b0f54afa7aed1db6,122.83.145.89,Warangal,IN,22.953181,76.701422,Edge/124.0,N,N
598818299877,56e2dabf6a9b34d5bdffb8aa29f42bf6,106.110.132.17,Mysuru,IN,17.759641,82.535566,Safari/17.4,N,N
598818299877,f29df607b731b8e8ab3fdaf50b2f49bb,49.111.114.159,Mysuru,IN,17.752197,82.538546,v9.1.0,N,N
155661467965,47a5b48a0e9ca9fe31610553ee415df8,203.184.144.92,Varanasi,IN,21.587588,73.013752,v9.1.0,N,N
232899555128,21a93308ed099cf40717367221d966d2,203.102.203.67,Hubli,IN,21.141885,80.717031,v7.5.3,N,N
407474850174,46d6ba07deadfd4d548262e162ba24d2,106.11.122.186,Patna,IN,25.609932,85.099107,v7.5.3,N,N
407474850174,72c2bb1af06f89dbea56844a8a00aec7,157.48.188.253,Patna,IN,25.611453,85.106971,v8.2.0,N,N
909330639711,31f1c5610da90223349c68eff6a8831a,203.35.195.91,Kota,IN,16.990745,74.976021,v8.2.0,N,N
455566797129,85a0eddfe08b09316d368892f57cfaf5,182.220.30.183,Noida,IN,22.30108,77.381338,v8.2.0,N,N
809408551281,69f7b9237f039ab2a12f636c9dabce94,122.128.127.166,Jalandhar,IN,16.68846,78.713487,Chrome/124.0,N,N
809408551281,c5245969de0bd390d9cdf29f9b47ad81,122.89.124.82,Jalandhar,IN,16.693929,78.720445,v7.5.3,N,N
332805120469,cabaa3b128ec26ea28c0bad1cd2f4729,106.102.55.97,Panipat,IN,21.638419,82.076164,Chrome/124.0,N,N
332805120469,5e1e9b95bacd75da2bb310e0b9aba00d,49.9.143.247,Panipat,IN,21.639597,82.072614,v8.1.2,N,N
156673114300,58470fdfdbfe9d0a5fb77fe4cd070e17,59.10.43.118,Mangaluru,IN,24.270149,82.759143,v9.1.0,N,N
717024468395,c5ca8bb1b96d0dc58f48aa8ab5ccf10f,182.84.64.78,Jodhpur,IN,18.802045,80.689483,SamsungBrowser/24.0,N,N
164933822742,b7c8276a245356dd82de8419e8748df1,157.62.99.13,Ludhiana,IN,25.329812,78.560194,SamsungBrowser/24.0,N,N
445662465609,89c024ce011d726062e3421e459a011b,117.150.63.27,Durgapur,IN,18.571499,76.565379,v7.5.3,N,N
306894921590,2ed7fe69389b0f8574a952fb11eb8f94,117.180.5.34,Cuttack,IN,21.448526,78.979648,v7.5.3,N,N
306894921590,41bd3e88bb17fb27a86d90aed0249ccd,122.69.139.8,Cuttack,IN,21.451749,78.989534,Firefox/125.0,N,N
503796039124,b385949e3c5968fd15a3eadbf5a02819,182.38.105.41,Kozhikode,IN,23.253854,79.59148,v9.0.1,N,N
503796039124,122e610a6adb3852958d111b8704c042,49.236.130.117,Kozhikode,IN,23.261173,79.600453,Chrome/124.0,Y,N
503796039124,c972561a075bd085e2a9096ad058ff34,106.185.27.239,Kozhikode,IN,23.247172,79.60259,v9.1.0,N,N
716435337980,803ebb09719889a7cbf8e4951c6c8ce4,59.109.32.124,Hubli,IN,20.236107,78.914081,v9.0.1,N,N
716435337980,003ac2d8df830bdfae683f2f6002d446,203.24.160.223,Hubli,IN,20.232838,78.912958,Firefox/125.0,N,N
163579691953,5b780e889716bcf8d3ca218c6a5a5c35,203.209.7.16,Cuttack,IN,24.168931,74.449252,v8.2.0,N,N
163579691953,8822cb55bbc0c0beaf68c0d4a4a6abbe,182.120.52.183,Cuttack,IN,24.165351,74.444982,Chrome/124.0,N,N
688437321284,a02f6527f3daab0652cca25a4db7b681,103.14.126.241,Varanasi,IN,20.282168,80.462393,Safari/17.4,N,N
304020802247,6dcc825ac22dc02298cea5fd47879dc2,49.78.85.111,Muzaffarpur,IN,18.558225,78.176896,v9.1.0,N,N
319890230252,0c2808e46cdd3816d6234b42c021e31d,117.237.192.102,Mysuru,IN,21.540879,82.566358,v8.1.2,N,N
968191536603,ed69fbd36161c9ebbf5a36e00a498557,59.50.127.122,Thiruvananthapuram,IN,19.821965,80.642721,Safari/17.4,N,N
839125901369,fa628794c3bd7fd2122e0d0cffcf7e31,203.29.161.198,Saket,IN,18.705412,78.253472,Chrome/124.0,N,N
839125901369,233437d1910eb6fc69b495186f00292f,122.253.177.74,Saket,IN,18.711534,78.252441,v7.5.3,N,N
839125901369,f8b3a363833588fe062a57f20db5be7a,49.57.125.95,Saket,IN,18.719613,78.26072,v9.0.1,N,N
843617747862,ed37a04a2e2fa1d0f92ee6f788a5dbc5,103.71.250.65,Indore,IN,19.873672,73.12768,v7.5.3,N,N
843617747862,bbb5a9a5d3326ef847c69cb39d031eb8,203.2.253.165,Indore,IN,19.868532,73.127041,Edge/124.0,N,N
419209226548,73de65b489aa93da15b5b1f068e8d6ac,122.76.103.96,Indore,IN,20.29995,74.81094,SamsungBrowser/24.0,N,N
419209226548,d65a9dba1bd91fe3d19298488d0810bf,103.33.124.159,Indore,IN,20.285864,74.798135,Edge/124.0,N,N
191643902853,ea98e2d5d31d86fb7fcce448d5d89d92,59.38.167.56,Karnal,IN,18.289388,74.482474,v9.0.1,N,N
797316678077,54b2483ece9124f6ae12bdf9d8ff06ad,59.104.175.173,Thrissur,IN,21.667908,78.971713,v8.1.2,N,N
797316678077,7e6f81afc805c1b133fc13ef518cc423,106.76.208.164,Thrissur,IN,21.682541,78.972002,v8.2.0,N,N
797316678077,137d9fd3d7a1c5b921efa87f43f7e4b4,117.181.251.149,Thrissur,IN,21.669379,78.960597,v9.0.1,N,N
834537927308,cef1b0d2889d5dba5b868ea2da290afa,182.249.76.62,Muzaffarpur,IN,16.819894,77.892536,Edge/124.0,N,N
834537927308,f67139d4a82a7f8ea71e49ed90935410,59.15.223.135,Muzaffarpur,IN,16.819256,77.884762,Chrome/124.0,N,N
622013735179,4f7a1f92fcb3925509c20edc549e7b56,157.141.137.165,Kota,IN,24.010284,80.777021,Firefox/125.0,N,N
774156275925,b7414d19e3c469e4887394157e68f0ae,106.106.34.139,Dwarka,IN,16.486373,77.965975,v7.5.3,N,N
114266795994,45b687fdc03f70e7f32d62f0db2ca2e7,49.119.116.144,Madurai,IN,22.705659,77.469408,Safari/17.4,N,N
837460061583,842126f1018ef381a4fe34eea8f6ff86,122.237.67.72,Mangaluru,IN,17.875976,78.112818,v8.2.0,N,N
837460061583,0bde2c2269ca0d60af2a06517cd85762,182.139.84.226,Mangaluru,IN,17.875458,78.127641,Chrome/124.0,N,N
837460061583,7ef4ef2eccc99d7c9cb2de447c837c44,103.225.38.142,Mangaluru,IN,17.89028,78.11948,v8.2.0,N,N
960640379677,ecadef1c38397b69d1b857b1ca5fc402,157.83.112.175,Gwalior,IN,17.797776,77.829668,Firefox/125.0,N,N
331909387454,3363effc04f03c8de57831ae0e1076ff,203.25.32.185,Nizamabad,IN,19.69468,81.682441,v9.0.1,N,N
306117726762,a8e44fcd698da844fc285e25a2c88d2a,122.145.187.190,Lucknow,IN,26.816315,80.962217,v7.5.3,N,N
263560809632,bd39b4902535e534e44caf36ba058bd8,106.8.209.248,Gurugram,IN,19.975963,77.724725,v9.0.1,N,N
263560809632,6118ea1988c25ca54756052194748429,106.59.25.175,Gurugram,IN,19.966801,77.727774,v9.1.0,N,N
151882308245,bdcab15e0cea453f529804aaf110e398,49.231.50.61,Siliguri,IN,23.574931,82.474832,Firefox/125.0,N,N
105696953180,aedd99251c2db5865e36191d633677d3,59.108.31.179,Varanasi,IN,17.159195,75.431734,v7.5.3,N,N
718982651235,ceb8860f7eea7ec22ed6eb47416b3497,117.109.113.68,Hubli,IN,21.985236,81.25474,v8.1.2,N,N
486885076516,733d3ce6e0733aca70864fb7c3575811,59.19.74.155,Madurai,IN,15.939497,79.262754,Safari/17.4,N,N
486885076516,3a3af768cbe5abcc95ae8eb68e88595a,49.172.115.86,Madurai,IN,15.942735,79.269035,Edge/124.0,N,N
680481307586,d6bf7daf8e6b5515b9e71288f89506ff,157.61.184.21,Jaipur,IN,26.886706,75.758007,Edge/124.0,N,N
680481307586,ac21866f20b15ac9cac673e3f9d4c1dc,117.206.56.27,Jaipur,IN,26.887309,75.760879,Safari/17.4,N,N
680481307586,dee17ef742d8146ad935dba316242269,117.16.208.126,Jaipur,IN,26.877617,75.766836,Chrome/124.0,N,N
608801262290,f5a2d1643fa0e08e0c6ba857edfc1e9f,157.33.44.153,Hyderabad,IN,17.413793,78.453016,SamsungBrowser/24.0,N,N
869810579519,7fddbc2789f51103b8110d9e442e44c5,122.184.110.212,Saket,IN,25.257855,78.106889,Chrome/124.0,N,N
896859805308,ad06dc3d990404215d10e0de634969cc,203.26.233.86,Varanasi,IN,20.898528,76.491398,v7.5.3,N,N
306447784470,ce76920e1587c378b62ff1f206910271,182.8.207.79,Rohini,IN,16.84006,76.340336,v9.0.1,N,N
306447784470,c45a11075664e33aa3ae99fcddaa5157,122.241.180.252,Rohini,IN,16.839593,76.324749,v9.0.1,N,N
624465348864,62f641907a781051a5c3617f917e49db,117.228.80.162,Bengaluru,IN,12.93859,77.64347,Firefox/125.0,N,N
771274781663,69a783c98bce9bb7c736cac99439c78a,106.166.51.45,Chandigarh,IN,30.76385,76.742357,Safari/17.4,N,N
157564993656,bb5ad62291474d4cdd87de73e0ac47ba,117.33.122.156,Muzaffarpur,IN,23.560076,73.087731,Firefox/125.0,N,N
711083679372,35e1c8b5c614182680461623af1dbd64,203.132.119.41,Warangal,IN,24.948943,82.848222,v7.5.3,N,N
711083679372,aec557c4ca1106cec2ac32022e9b3ac5,182.132.214.252,Warangal,IN,24.942167,82.836032,v8.2.0,N,N
711083679372,be7ea7f922a2fcbc839b215b6e3e5f93,106.86.221.142,Warangal,IN,24.950522,82.846333,Edge/124.0,N,N
678949556763,bda6f7b30e89afdb2e18996761048220,203.143.125.208,Chennai,IN,13.072405,80.270816,Firefox/125.0,N,N
583816330039,28b38ce7c48b22c7faf72459c53676ad,59.111.75.117,Amritsar,IN,19.865962,81.648924,v9.1.0,N,N
555121677421,cbcead7699bdb821fac1e8947ea761c1,203.36.248.81,Durgapur,IN,17.539803,75.624146,Edge/124.0,N,N
555121677421,bcd11fc337858d8b161bf957842186e9,157.162.40.122,Durgapur,IN,17.541921,75.630589,SamsungBrowser/24.0,N,N
103783496133,247388371f7cee1e5ff9ce33c105ea8b,122.67.248.204,Cuttack,IN,15.732256,73.186376,v9.1.0,N,N
390533986340,c4a46b0ebd6ef2f9f860e517629845bc,182.125.45.215,Ahmedabad,IN,23.03299,72.540251,v9.0.1,N,N
487302694608,f8940a44e04c6ec29cdc2d6b547cafdf,117.202.171.42,Panipat,IN,23.992128,81.651877,v7.5.3,N,N
738067783030,d598b94d0081373a1f918bb3a8dacada,103.239.226.92,Nashik,IN,21.169077,82.46298,v9.0.1,N,N
738067783030,eeb5e515d5d02ee78d98df499719a87b,106.3.152.62,Nashik,IN,21.171477,82.476076,v8.1.2,N,N
448111749947,11e6cb70f3f67826eee6336de467b3cb,117.240.3.204,Gurugram,IN,17.427386,74.126188,Edge/124.0,N,N
448111749947,3310e73bbf1d19295678ea8aa493a3e7,203.235.244.65,Gurugram,IN,17.415195,74.133439,v9.0.1,N,N
261566223535,212f456438a6dd20f63b383853ec29da,106.113.225.224,Ludhiana,IN,15.691109,80.467209,Safari/17.4,N,N
261566223535,ada0db06e06315ddc6f758ddb26fc556,157.69.203.56,Ludhiana,IN,15.672528,80.462498,v9.1.0,N,N
172260486129,de32a19aadfe6b6ac072e2eb480670d1,59.211.123.89,Nashik,IN,21.680205,82.076336,SamsungBrowser/24.0,N,N
656832040779,f71749286c6ea69e5b101d8be9439d2b,203.61.251.211,Thrissur,IN,16.705756,81.987395,v9.1.0,N,N
356644880281,c0d149c1dabfea3e95f3330114cbc66e,106.202.129.236,Nizamabad,IN,16.674916,82.551278,v9.1.0,N,N
356644880281,675948cedddcf6e82d5ff2d7417dba43,117.72.8.96,Nizamabad,IN,16.678904,82.542078,v9.0.1,N,N
356644880281,3eced85c7523b12d6c0714160683e4dd,182.121.91.160,Nizamabad,IN,16.670307,82.550339,v9.1.0,N,N
426675585182,54378071a03ea0730f0361621fa5c7db,59.5.47.235,Coimbatore,IN,19.728889,76.11939,Chrome/124.0,N,N
426675585182,bf9538b1c59aaca88334312cf070691e,157.151.124.52,Coimbatore,IN,19.722264,76.12214,Firefox/125.0,N,N
426675585182,b54e7d60830e73c13362eea04e0ab9fc,49.48.128.55,Coimbatore,IN,19.730488,76.123504,Safari/17.4,N,N
542914720298,0364f30b10aad94282199cfc5c817e05,49.228.107.45,Amritsar,IN,22.078747,79.514711,Safari/17.4,N,N
542914720298,fcd457f11bb2694b6a1e8c22d4971e3e,103.227.220.66,Amritsar,IN,22.082125,79.511721,v8.2.0,N,N
216196967742,40c6795a18f97e20877c524a83ee54e6,106.150.91.119,Gurugram,IN,20.284885,80.896393,v8.1.2,N,N
561434334566,8b377317bd8d6a2760c9a479dd5fd918,59.121.232.210,Gwalior,IN,24.36863,80.367074,v9.1.0,N,N
832565995353,6bc253d0c63703f607ef31a5953fbd6d,203.58.154.232,Rohini,IN,21.041594,73.849688,Edge/124.0,Y,N
832565995353,098999433dc68e92461174e34d40805c,103.157.238.142,Rohini,IN,21.046889,73.85467,Edge/124.0,N,N
820041939748,3e828d55d0e16e6370715e472fbecdd3,203.55.250.195,Karnal,IN,17.8403,81.123379,v9.1.0,N,N
343568404501,27306dbb5631f75e1f255a51937ab728,182.20.49.250,Durgapur,IN,22.118388,75.971153,v8.2.0,N,N
343568404501,2f6526e2bcd12b3eb7c41846a4387a51,157.42.73.186,Durgapur,IN,22.117228,75.958719,v8.2.0,N,N
494188509102,12c83cadd40d827fffc64fe56a7fe82f,49.118.124.72,Kochi,IN,9.962079,76.297821,v9.1.0,N,N
494689487638,cc370e8b98f5b28e4a5b7ab696fadd68,182.53.48.143,Nagpur,IN,16.455811,74.383964,SamsungBrowser/24.0,N,N
341647391801,d117ce6cc67320cde8b0ee7b42cc5ffd,106.185.245.54,Varanasi,IN,16.649415,77.543737,Edge/124.0,N,N
341647391801,d1455ee62ae18a405ebe54ca96d3b7bc,59.122.111.168,Varanasi,IN,16.644328,77.543574,Safari/17.4,N,N
231476568357,0dc01faf0d038ea1cc2a63a3aeb2e2a7,122.187.213.124,Rohini,IN,23.422727,78.393895,v7.5.3,N,N
898977259383,5a059efc055a86edac156a66462732f7,59.34.73.35,Mumbai,IN,19.111814,72.871657,v8.1.2,N,N
898977259383,0f7c25086d368cdebe47c211195eb0de,103.73.216.82,Mumbai,IN,19.112174,72.872907,Chrome/124.0,N,N
110131052544,52b75a04e0be1f1c85e395f12a4331d8,103.153.207.144,Jodhpur,IN,17.602807,77.014042,v7.5.3,N,N
280614211864,a72538eb0707e9fb276c6375610bed4e,49.132.206.32,Varanasi,IN,20.313859,77.799693,v7.5.3,N,N
883958426631,7088bb1da24a9a931c661e5f7305c9ea,103.217.96.9,Jodhpur,IN,25.160255,77.780465,v7.5.3,N,N
959094952073,82ce37f99284affe768ba0d99c31e7ad,103.189.234.245,Karnal,IN,18.543231,74.427765,Chrome/124.0,N,N
864927650579,fa0aa8e7e7a077c7ad276fe73e477a16,203.171.6.247,Siliguri,IN,19.626689,76.98278,Edge/124.0,N,N
702406349098,d67ab5b917419cc5057e9e1b049d2d5b,59.217.87.168,Noida,IN,22.434836,79.716455,v8.1.2,N,N
702406349098,c6ebf7b67566f4c7490c858bb7a9ae1b,117.164.235.32,Noida,IN,22.430791,79.729987,v9.0.1,N,N
852593299483,71a2d994722069ca0d64940b04b8f443,203.141.227.60,Amritsar,IN,20.4287,76.24315,v8.2.0,N,N
231792650241,da2acdb852419560ab5b4e1b54b2a51c,106.189.216.62,Durgapur,IN,22.062294,74.81639,v8.1.2,N,N
231792650241,1c09efbf2c3c5a4a8b22349235fb78a3,122.209.89.114,Durgapur,IN,22.063109,74.813661,Edge/124.0,N,N
911103412327,af2b533ed32742588d251a641b7bd20f,122.206.119.236,Mangaluru,IN,21.860401,77.810796,v7.5.3,N,N
911103412327,84919391b150fe6bd01658cd0998653c,103.144.186.102,Mangaluru,IN,21.874281,77.79718,v9.0.1,N,N
596198389708,079c6116a434e1d45db441446b706167,182.204.125.150,Panipat,IN,23.618085,75.346533,v8.1.2,N,N
596198389708,b7f633d0279d741a3b720968129883a9,182.88.128.198,Panipat,IN,23.617557,75.355301,v9.0.1,N,N
516263402233,25d31b2e7e9513f7cba9a235be98a119,117.244.63.70,Madurai,IN,18.704779,76.253237,v7.5.3,N,N
516263402233,6892d797746d305552d41e4de740b78a,106.154.176.83,Madurai,IN,18.707136,76.245583,v8.1.2,N,N
